0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,6,6,6,6,7,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,5,6,6,6,
2,2,2,2,2,2,2,3,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,25,0,25,1,2,2,2,2,2,2,2,2,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,0,0,0,25,0,25,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,25,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,0,0,25,0,25,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,0,0,25,0,0,0,0,0,0,1,2,2,2,2,2,2,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,5,2,2,2,2,2,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0,0,25,0,0,0,0,0,0,5,6,6,6,6,6,7,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,0,0,25,0,0,0,0,0,0,5,6,6,6,6,6,7,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,2,2,2,2,2,0,0,0,0,5,6,6,6,6,6,7,23,23,23,0,0,0,0,0,0,0,0,0,23,23,23,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,7,23,23,0,0,0,0,0,0,0,0,0,0,0,23,23,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,7,0,0,0,0,5,6,6,6,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,6,5,6,6,6,6,6,6,6,6
